fid,identif,cap_lycee,cap_poste,cap_urgenc,cap_mat,output_location,output_usage,output_capacity,xcoord,ycoord,longitude,x,y
"356","1207","14057","3931","108402","90314",,,,975814.799999997,6417851.8,975814.799999997,4042853.9591278550,2416932.2649520901
"357","1217","50094","5851","21440","457767",,,,975667.057599999,6422736.1105,975667.057599999,4043140.1635384257,2421804.6452235100
"358","1261","1","1","1","1",,,,979589.140779652,6420179.9875945,979589.140779652,4046827.9877248751,2418904.5167259388
"359","1219","4273","700","216","36286",,,,986200.600000001,6423913.4,986200.600000001,4053758.7254296960,2422016.6218124223
"360","227","20173","15668","183156","90314",,,,850667.057599999,6272736.1105,850667.057599999,3905141.4829839929,2284127.5398115455
"361","266","37256","44098","21440","194329",,,,845667.057599999,6277736.1105,845667.057599999,3900591.7694418966,2289555.0096622733
"362","267","14504","20173","119535","170405",,,,850667.057599999,6277736.1105,850667.057599999,3905580.4544230639,2289094.8098879158
"363","306","26795","2081","80101","38505",,,,845667.057599999,6282736.1105,845667.057599999,3901030.8826547391,2294522.6623790325
"364","307","31409","1189","105730","110994",,,,850667.057599999,6282736.1105,850667.057599999,3906019.6136876345,2294062.4019272849
"365","308","90903","2784","105730","118678",,,,855667.057599999,6282736.1105,855667.057599999,3911008.4120966974,2293602.3700584969
"366","348","3390","11065","115657","117798",,,,845667.057599999,6287736.1105,845667.057599999,3901470.1854550047,2299490.6331592947
"367","349","85117","4644","216","98453",,,,850667.057599999,6287736.1105,850667.057599999,3906458.9603990638,2299030.3122919616
"368","144","2723","23786","116707","122732",,,,810667.057599999,6262736.1105,810667.057599999,3864357.7841385361,2277880.4399711927
"369","145","32738","5244","151858","122732",,,,815667.057599999,6262736.1105,815667.057599999,3869345.8238495998,2277418.8413612815
"370","178","37833","46619","14048","127767",,,,810667.057599999,6267736.1105,810667.057599999,3864795.9623676166,2282847.5638392256
"371","179","11357","14833","56541","270166",,,,815667.057599999,6267736.1105,815667.057599999,3869784.0537401345,2282385.8995322948
"372","184","37833","884","142826","122304",,,,830667.057599999,6267736.1105,830667.057599999,3884748.7652357481,2281002.2662349287
"373","219","28108","1994","341975","113506",,,,810667.057599999,6272736.1105,810667.057599999,3865234.3462562887,2287815.0149093303
"374","220","49407","2058","39158","67899",,,,815667.057599999,6272736.1105,815667.057599999,3870222.4871541983,2287353.2851516702
"375","221","17112","8641","105730","70439",,,,820449.100000001,6274352.8,820449.100000001,3875135.0768332672,2288518.0889299694
"376","223","14048","10744","80101","143078",,,,831443.299999997,6275113.2,831443.299999997,3886170.3720458336,2288259.5043395720
"377","427","62068","3004","122732","130065",,,,835667.057599999,6297736.1105,835667.057599999,3892371.8525559409,2310349.0873706634
"378","469","25926","1994","107739","167623",,,,835667.057599999,6302736.1105,835667.057599999,3892811.6472672550,2315318.1115912641
"379","514","44098","4226","46745","167623",,,,835667.057599999,6307736.1105,835667.057599999,3893251.6343532894,2320287.4387700181
"380","1367","1","1","1","1",,,,833168.908393775,6308375.57076512,833168.908393775,3890815.3947918233,2321153.4294884754
"381","83","3390","3445","115657","130065",,,,845667.057599999,6252736.1105,845667.057599999,3898399.0603338182,2264721.6442560595
"382","111","14057","3316","108402","36286",,,,835667.057599999,6257736.1105,835667.057599999,3888860.4651784841,2270608.2376393005
"383","113","294","5655","117798","130065",,,,840667.057599999,6257736.1105,840667.057599999,3893848.8082631263,2270147.8321364145
"384","146","12423","1125","142826","98453",,,,835667.057599999,6262736.1105,835667.057599999,3889298.7074615038,2275574.7069989014
"385","147","39126","15362","106716","457767",,,,840667.057599999,6262736.1105,840667.057599999,3894287.1048994586,2275114.2385712941
"386","185","10718","14012","89506","117798",,,,835667.057599999,6267736.1105,835667.057599999,3889737.1450965144,2280541.5084418068
"387","186","3390","3752","115657","46745",,,,840667.057599999,6267736.1105,840667.057599999,3894725.5947556738,2280080.9773454126
"388","187","12563","20307","166558","167623",,,,845667.057599999,6267736.1105,845667.057599999,3899714.1132830866,2279620.6729687620
"389","188","65516","13307","108402","98453",,,,850667.057599999,6267736.1105,850667.057599999,3904702.6997482711,2279160.5953327254
"390","224","28108","11323","155409","36286",,,,835667.057599999,6272736.1105,835667.057599999,3890175.7777140928,2285508.6383384494
"391","225","60422","10174","46745","122732",,,,840667.057599999,6272736.1105,840667.057599999,3895164.2774600582,2285048.0448296485
"392","226","4331","1814","39158","92412",,,,845667.057599999,6272736.1105,845667.057599999,3900152.8461928223,2284587.6786471736
"393","261","155913","2548","151858","113506",,,,820667.057599999,6277736.1105,820667.057599999,3875649.3857478425,2291859.4274251922
"394","262","14504","29488","47834","70439",,,,825667.057599999,6277736.1105,825667.057599999,3880637.7205724423,2291398.0880983472
"395","263","11357","775","56541","154690",,,,830667.057599999,6277736.1105,830667.057599999,3885626.1272796001,2290936.9766331054
"396","264","41421","7182","85856","170405",,,,835667.057599999,6277736.1105,835667.057599999,3890614.6049440322,2290476.0930560776
"397","265","22","4346","85856","122920",,,,840667.057599999,6277736.1105,840667.057599999,3895603.1526401169,2290015.4373917026
"398","301","22559","1819","87499","154690",,,,820667.057599999,6282736.1105,820667.057599999,3876088.2704802146,2296827.3926901617
"399","302","28456","6289","151858","95904",,,,825667.057599999,6282736.1105,825667.057599999,3881076.6507708114,2296365.9896309557
"400","303","15814","3933","183156","130065",,,,830667.057599999,6282736.1105,830667.057599999,3886065.1030569170,2295904.8150450853
"401","304","14474","4261","269557","122920",,,,835667.057599999,6282736.1105,835667.057599999,3891053.6264153449,2295443.8689587791
"402","305","40905","5918","108402","105730",,,,840667.057599999,6282736.1105,840667.057599999,3896042.2199225738,2294983.1513961195
"403","343","3634","4729","119535","65356",,,,820667.057599999,6287736.1105,820667.057599999,3876527.3555080416,2301795.6747400514
"404","344","24566","1269","54881","122920",,,,825667.057599999,6287736.1105,825667.057599999,3881515.7791223498,2301334.2082001539
"405","345","47411","62068","9265","159647","405","159647.0","159647.0",830667.057599999,6287736.1105,830667.057599999,3886504.2748454511,2300872.9707473307
"406","346","3528","11417","70344","110994",,,,835667.057599999,6287736.1105,835667.057599999,3891492.8417562642,2300411.9624074595
"407","347","33340","37023","142826","127767",,,,840667.057599999,6287736.1105,840667.057599999,3896481.4789333697,2299951.1832042662
"408","391","36672","2189","153397","110994",,,,830667.057599999,6292736.1105,830667.057599999,3886943.6422749446,2305841.4400971532
"409","560","58716","8786","143078","167623",,,,840667.057599999,6312736.1105,840667.057599999,3898680.6367656616,2324795.9817283121
"410","516","58378","3235","39158","167623",,,,845667.057599999,6307736.1105,845667.057599999,3903229.2849759520,2319365.6240415964
"411","517","5615","9736","142826","113322",,,,850667.057599999,6307736.1105,850667.057599999,3908218.2141132625,2318905.0641391273
"412","515","50294","1732","116707","130065",,,,840667.057599999,6307736.1105,840667.057599999,3898240.4247514103,2319826.4155911952
"413","561","4331","2849","151858","98663",,,,845667.057599999,6312736.1105,845667.057599999,3903669.5300407312,2324335.1304565766
"414","562","42076","46619","117798","457767",,,,850667.057599999,6312736.1105,850667.057599999,3908658.4923520521,2323874.5114544500
"415","1375","1","1","1","1",,,,852879.017613994,6309284.6068332,852879.017613994,3910561.6369071873,2320240.3842670256
"416","518","28028","4214","115916","159825",,,,855667.057599999,6307736.1105,855667.057599999,3913207.2112493338,2318444.7358995071
"417","432","58378","14474","105730","154690",,,,860667.057599999,6297736.1105,860667.057599999,3917316.1296424465,2308046.8828966753
"418","473","6606","44098","85856","117798",,,,855667.057599999,6302736.1105,855667.057599999,3912767.0831012158,2313475.6474174587
"419","474","50294","2784","39158","122732",,,,860667.057599999,6302736.1105,860667.057599999,3917756.1117430511,2313015.6089782720
"420","1373","1","1","1","1",,,,856583.191689009,6305613.505741,856583.191689009,3913934.4678581823,2316250.9019962233
"421","1374","1","1","1","1",,,,854135.790960874,6306473.40329412,854135.790960874,3911568.1418674686,2317330.7545663286
"422","1368","1","1","1","1",,,,843170.178396315,6304128.99977198,843170.178396315,3900420.4866058994,2316010.7556946790
"423","26","26768","4549","71434","118678",,,,930667.057599999,6237736.1105,930667.057599999,3981894.1814963967,2242041.0477674729
"424","24","65578","954","105730","38505",,,,920667.057599999,6237736.1105,920667.057599999,3971915.8599887663,2242953.5374899516
"425","25","5096","1530","110930","95904",,,,925667.057599999,6237736.1105,925667.057599999,3976904.9946999010,2242497.1810151753
"426","43","10695","3710","39158","90314",,,,920667.057599999,6242736.1105,920667.057599999,3972354.4030218474,2247917.6358424849
"427","44","5096","23390","79400","113322",,,,925667.057599999,6242736.1105,925667.057599999,3977343.6028508353,2247461.2254792885
"428","7","26338","33959","110930","105730",,,,920667.057599999,6232736.1105,920667.057599999,3971477.4781417209,2237989.7939028451
"429","45","16105","3643","163070","159647",,,,930667.057599999,6242736.1105,930667.057599999,3982332.8549164799,2247005.0389310117
"430","46","777","42076","115657","90314",,,,935667.057599999,6242736.1105,935667.057599999,3987322.1582714808,2246549.0761844111
"431","65","36284","62594","80054","105730",,,,925667.057599999,6247736.1105,925667.057599999,3977782.3696670905,2252425.6213913867
"432","66","47779","1577","9265","457767",,,,930667.057599999,6247736.1105,930667.057599999,3982771.6848858786,2251969.3818323668
"433","67","12485","76941","115916","130065",,,,935667.057599999,6247736.1105,935667.057599999,3987761.0515477895,2251513.3666644040
"434","1395","1","1","1","1",,,,923555.981884591,6249422.50794233,923555.981884591,3975823.8348841192,2254292.7951358599
"435","9","18166","2058","143078","159825",,,,930667.057599999,6232736.1105,930667.057599999,3981455.6650344543,2237077.4119460294
"436","27","48619","14960","4553","118678",,,,935667.057599999,6237736.1105,935667.057599999,3986883.4194289153,2241585.1377340499
"437","8","7843","1844","143078","65356",,,,925667.057599999,6232736.1105,925667.057599999,3976466.5456208400,2237533.4916038313
"438","1400","1","1","1","1",,,,923787.49276428,6231397.73230945,923787.49276428,3974473.7561264751,2236376.3919577394
"439","30","193","4400","95904","110994",,,,950667.057599999,6237736.1105,950667.057599999,4001851.4305428518,2240218.7467598841
"440","29","42076","60422","127012","95904",,,,945667.057599999,6237736.1105,945667.057599999,3996862.0449025431,2240673.9872483118
"441","1406","1","1","1","1",,,,944689.617901864,6235300.34428134,944689.617901864,3995672.9497261401,2238344.9830397679
"442","1407","1","1","1","1",,,,943962.012279986,6242179.52470636,943962.012279986,3995550.6191353081,2245240.5522638033
"443","1405","1","1","1","1",,,,947533.89442375,6234208.93584852,947533.89442375,3998415.3914972097,2237002.5543599278
"444","204","3634","2755","119535","143078",,,,940667.057599999,6267736.1105,940667.057599999,3994507.8105544327,2270917.9815201429
"445","245","55609","8126","46745","279505",,,,940667.057599999,6272736.1105,940667.057599999,3994947.5226583970,2275883.9276248361
"446","246","25926","14731","4553","116948",,,,945851,6272545.4,945851,4000104.0656991559,2275221.9291621814
"447","132","33959","921","23408","154690",,,,946336.700000003,6258137,946336.700000003,3999321.9074993455,2260868.5059805224
"448","165","24693","10936","47834","98663",,,,945132.399999999,6262698.5,945132.399999999,3998521.0346467998,2265508.0209350735
"449","166","6854","4200","166558","92412",,,,950667.057599999,6262736.1105,950667.057599999,4004047.5875007710,2265041.1590141291
"450","133","2910","4803","39158","38505",,,,950667.057599999,6257736.1105,950667.057599999,4003608.0616069650,2260075.9851603284
"451","134","76941","17354","14048","183156",,,,955072.700000003,6257768.7,955072.700000003,4008007.4768985962,2259707.2297923090
"452","131","62068","8158","130065","105730",,,,940667.057599999,6257736.1105,940667.057599999,3993628.8374836310,2260987.0957083087
"453","130","1788","9597","116707","90314",,,,935667.057599999,6257736.1105,935667.057599999,3988639.2997533097,2261442.9892823203
"454","163","155913","444","72786","143078",,,,935667.057599999,6262736.1105,935667.057599999,3989078.6538563818,2266408.3141967608
"455","164","40637","1437","72786","106408",,,,940503,6262520.4,940503,3993885.5715454295,2265753.1069019847
"456","167","10243","3546","80101","105730",,,,955307.899999999,6263088,955307.899999999,4008709.8493680758,2264968.0358535675
"457","1485","1","1","1","1",,,,947048.189275154,6265398.02643851,947048.189275154,4000670.2079937113,2268014.3421586547
"458","207","57584","1577","42476","127767",,,,955667.057599999,6267736.1105,955667.057599999,4009477.0573644633,2269551.3562966846
"459","208","670","1312","151858","46745",,,,960667.057599999,6267736.1105,960667.057599999,4014466.9022950842,2269096.2679083967
"460","205","3988","11661","39158","70439",,,,945667.057599999,6267736.1105,945667.057599999,3999497.5105551495,2270462.2130775740
"461","206","6854","444","166558","38505",,,,950608.899999999,6268006.5,950608.899999999,4004453.0018424303,2270280.5027705650
"462","247","11712","1257","87499","113506",,,,950667.057599999,6272736.1105,950667.057599999,4004927.0780970394,2274972.5185330589
"463","248","21845","2028","23408","117798",,,,955667.057599999,6272736.1105,955667.057599999,4009916.9289962105,2274517.1549238218
"464","249","22","2253","107739","330630",,,,960667.057599999,6272736.1105,960667.057599999,4014906.8274325687,2274062.0185710709
"465","1486","1","1","1","1",,,,953166.691095491,6269664.44122133,953166.691095491,4007151.4030036614,2271694.1291195676
"466","97","55449","7843","95904","113506",,,,930667.057599999,6252736.1105,930667.057599999,3983210.6709949775,2256934.0728640649
"467","98","10243","5678","47834","46745",,,,935667.057599999,6252736.1105,935667.057599999,3988200.0988459582,2256478.0055670971
"468","47","142826","5417","122732","143078",,,,940667.057599999,6242736.1105,940667.057599999,3992311.5119681135,2246093.3372241482
"469","68","20916","4549","14048","270166",,,,940667.057599999,6247736.1105,940667.057599999,3992750.4687071447,2251057.5758717181
"470","70","6854","2548","39276","167623",,,,950667.057599999,6247736.1105,950667.057599999,4002729.4507333250,2250146.6673385194
"471","101","62068","248","341975","170405",,,,950667.057599999,6252736.1105,950667.057599999,4003168.6825443921,2255111.1533978879
"472","100","12266","4149","24518","113322",,,,945667.057599999,6252736.1105,945667.057599999,3998179.1055649407,2255566.5458533950
"473","69","15605","10174","79400","92412",,,,945667.057599999,6247736.1105,945667.057599999,3997739.9354178361,2250602.0094364262
"474","99","2723","7740","163070","457767",,,,940667.057599999,6252736.1105,940667.057599999,3993189.5773506318,2256022.1632363107
"475","1408","1","1","1","1",,,,953387.812381586,6253292.04693141,953387.812381586,4005932.6355446926,2255415.4517929964
"476","127","52040","43163","45625","279505",,,,925667.057599999,6257736.1105,925667.057599999,3978660.3776654024,2262355.4531242917
"477","242","25926","72629","117798","105730",,,,926034.600000001,6272760,926034.600000001,3980347.4460338615,2277242.9101979416
"478","243","5096","1450","95904","105730",,,,929659,6272521,929659,3983943.2881792658,2276674.6063894257
"479","95","77061","2236","46745","122304",,,,920667.057599999,6252736.1105,920667.057599999,3973231.9710282017,2257846.8824193669
"480","96","13497","82","39158","122920",,,,925667.057599999,6252736.1105,925667.057599999,3978221.2947413232,2257390.3651434560
"481","162","23390","75942","115657","95904",,,,925841.600000001,6265227.7,925841.600000001,3979492.7336695697,2269779.4328646287
"482","201","23390","4824","166558","457767","482","232244.00000000012","457767.0",925534.399999999,6267499.6,925534.399999999,3979385.8480035327,2272063.8619312011
"483","200","28108","20173","155409","90314",,,,920382.700000003,6267884.8,920382.700000003,3974278.8308030479,2272916.9796395926
"484","241","227","2001","4553","122732",,,,920667.057599999,6272736.1105,920667.057599999,3974989.0234321370,2277709.4739096328
"485","128","35858","14843","80054","65356",,,,930667.057599999,6257736.1105,930667.057599999,3983649.8128333744,2261899.1084154272
"486","129","35858","14843","80054","65356",,,,930667.057599999,6262736.1105,930667.057599999,3984089.1099898759,2266864.4848725824
"487","202","15423","3568","54881","143078",,,,930667.057599999,6267736.1105,930667.057599999,3984528.5620525018,2271830.1986184772
"488","203","90903","7464","269557","106408",,,,935667.057599999,6267736.1105,935667.057599999,3989518.1607409208,2271373.9766938863
"489","329","777","20","115657","122920",,,,960667.057599999,6282736.1105,960667.057599999,4015787.1012135977,2283994.5118086184
"490","294","50679","44098","119535","92412",,,,985667.057599999,6277736.1105,985667.057599999,4040297.3257565694,2276755.5977580352
"491","333","25192","2988","155409","159647",,,,980667.057599999,6282736.1105,980667.057599999,4035747.5575080658,2282175.8702865550
"492","379","85117","1240","216","194329",,,,985667.057599999,6287736.1105,985667.057599999,4041178.3678827849,2286688.2898324640
"493","295","16105","7458","116707","279505",,,,990667.057599999,6277736.1105,990667.057599999,4045287.5421330482,2276301.7801936632
"494","334","13497","5239","80054","194329",,,,985667.057599999,6282736.1105,985667.057599999,4040737.7819174593,2281721.7807172597
"495","335","25670","60422","122732","122920",,,,990667.057599999,6282736.1105,990667.057599999,4045728.0485902880,2281267.9193952400
"496","375","4331","1257","151858","154690",,,,975828.299999997,6288098.7,975828.299999997,4031390.7418129351,2287942.3095659711
"497","377","26338","24476","110930","279505",,,,980766.899999999,6287286.6,980766.899999999,4036248.1324594142,2286686.8361294079
"498","1474","1","1","1","1",,,,989679.264120636,6284317.15064828,989679.264120636,4044881.4899188471,2282927.9694640022
"499","456","227","8314","107739","159647",,,,985667.057599999,6297736.1105,985667.057599999,4042059.9274623962,2296622.2720207595
"500","455","12282","9034","31756","117798",,,,980667.057599999,6297736.1105,980667.057599999,4037069.5654862542,2297076.4927585381
"501","457","276459","213","142826","113506",,,,990667.057599999,6297736.1105,990667.057599999,4047050.3322438374,2296168.2813367527
"502","1475","1","1","1","1",,,,992655.832573773,6301845.83153898,992655.832573773,4049397.7962106834,2300070.6763568684
"503","250","35858","1834","39158","143078",,,,965667.057599999,6272736.1105,965667.057599999,4019896.7724685166,2273607.1094461656
"504","254","82","19791","23408","143078",,,,985667.057599999,6272736.1105,985667.057599999,4039856.9998402111,2271789.7445783946
"505","331","46619","14048","23408","113322",,,,970667.057599999,6282736.1105,970667.057599999,4025767.2392222816,2283084.7343256501
"506","332","49121","10423","71434","38505",,,,975196.5,6282450.1,975196.5,4030262.5523666465,2282388.8661837559
"507","373","3988","6294","39158","159647",,,,970667.057599999,6287736.1105,970667.057599999,4026207.6817567041,2288051.3773624343
"508","374","3988","6294","39158","159647",,,,970667.057599999,6292736.1105,970667.057599999,4026648.2600501217,2293018.3419844131
"509","292","62068","1188","130065","159647",,,,975667.057599999,6277736.1105,975667.057599999,4030317.0201928969,2277663.9158738200
"510","293","40","9404","142826","106408",,,,980667.057599999,6277736.1105,980667.057599999,4035307.1514638993,2277209.6429715184
"511","291","32738","817","72786","457767",,,,970667.057599999,6277736.1105,970667.057599999,4025326.9328809474,2278118.4165025316
"512","253","28623","142826","155409","98453",,,,980667.057599999,6272736.1105,980667.057599999,4034866.8777910615,2272243.7451205407
"513","212","60422","3606","56541","95904",,,,980667.057599999,6267736.1105,980667.057599999,4034426.7369265887,2267278.1803546334
"514","213","49121","3189","85856","92412",,,,985667.057599999,6267736.1105,985667.057599999,4039416.8046076847,2266824.2247987809
"515","211","130627","16048","143078","122732",,,,975667.057599999,6267736.1105,975667.057599999,4029436.7119135098,2267732.3624079581
"516","210","75785","10780","71434","457767",,,,970289.600000001,6267941.5,970289.600000001,4024088.1037678984,2268425.0564797972
"517","251","10780","75785","45625","122920",,,,970667.057599999,6272736.1105,970667.057599999,4024886.7631660015,2273152.4275183813
"518","252","21845","2444","42476","122732",,,,975667.057599999,6272736.1105,975667.057599999,4029876.7985865087,2272697.9727548352
"519","171","77061","3568","118106","38505",,,,975667.057599999,6262736.1105,975667.057599999,4028996.7606078791,2262767.0884516202
"520","172","3988","4380","105730","95904",,,,980667.057599999,6262736.1105,980667.057599999,4033986.7293067263,2262312.9522916535
"521","173","25926","41117","38505","183156",,,,985667.057599999,6262736.1105,985667.057599999,4038976.7404974969,2261859.0420364640
"522","289","17250","6500","142826","159647",,,,960667.057599999,6277736.1105,960667.057599999,4015346.8938813983,2279028.1010789075
"523","288","40401","11433","47834","170405",,,,955667.057599999,6277736.1105,955667.057599999,4010356.9440662335,2279483.2850911366
"524","255","68765","667","56541","118678",,,,990667.057599999,6272736.1105,990667.057599999,4044847.1637940370,2271335.9710891852
"525","140","50294","6376","39158","457767",,,,985667.057599999,6257736.1105,985667.057599999,4038536.8079473614,2256894.1999055706
"526","76","14257","24476","47834","122304",,,,980667.057599999,6247736.1105,980667.057599999,4032667.5102653438,2247419.3244514195
"527","77","10718","7075","142826","122732",,,,985667.057599999,6247736.1105,985667.057599999,4037657.3392741382,2246965.5519786710
"528","56","294","2786","106716","70439",,,,985667.057599999,6242736.1105,985667.057599999,4037217.8040225138,2242001.7533950252
"529","75","75942","12303","127012","36286",,,,975667.057599999,6247736.1105,975667.057599999,4027677.7232231135,2247873.3210627045
"530","107","9120","473","122732","270166",,,,980667.057599999,6252736.1105,980667.057599999,4033107.1155418414,2252383.5207301141
"531","108","49121","14920","71434","116948",,,,985667.057599999,6252736.1105,985667.057599999,4038097.0073941993,2251929.7020170460
"532","139","40905","7865","108402","279505",,,,980667.057599999,6257736.1105,980667.057599999,4033546.8553669248,2257348.0645463080
"533","109","25192","4346","122732","95904",,,,990667.057599999,6252736.1105,990667.057599999,4043086.9404396378,2251476.1079920079
"534","110","130627","5615","31756","170405",,,,995667.057599999,6252736.1105,995667.057599999,4048076.9137295648,2251022.7386155948
"535","141","36672","1878","153397","183156",,,,990667.057599999,6257736.1105,990667.057599999,4043526.8018980394,2256440.5605411129
"536","142","75942","7182","106716","65356",,,,995667.057599999,6257736.1105,995667.057599999,4048516.8362724073,2255987.1464130678
"537","174","37833","2251","21440","110994",,,,990667.057599999,6262736.1105,990667.057599999,4043966.7932361602,2261405.3576477868
"538","57","47779","4261","46745","95904",,,,990667.057599999,6242736.1105,990667.057599999,4042207.6089147511,2241548.2509920648
"539","37","2294","807","115657","330630",,,,985667.057599999,6237736.1105,985667.057599999,4036778.4020738634,2237038.3098674873
"540","36","4479","2723","45625","270166",,,,980667.057599999,6237736.1105,980667.057599999,4031788.7050896017,2237491.9889239827
"541","55","15423","1912","54881","98453",,,,980667.057599999,6242736.1105,980667.057599999,4032228.0399705041,2242455.4793153889
"542","38","65578","3933","269557","98663",,,,995667.057599999,6237736.1105,995667.057599999,4046757.9170813160,2236131.6205216860
"543","58","10718","20800","142826","70439",,,,995667.057599999,6242736.1105,995667.057599999,4047197.4536945615,2241094.9720680816
"544","79","5096","4578","79400","170405",,,,995667.057599999,6247736.1105,995667.057599999,4047637.1193903321,2246058.6792994570
"545","1410","1","1","1","1",,,,990859.5019083,6240162.07275479,990859.5019083,4042173.4018342998,2238975.5625965279
"546","1411","1","1","1","1",,,,982492.037256704,6235564.92814384,982492.037256704,4033419.1756023206,2235171.1623928696
"547","135","7843","1516","31756","330630",,,,960667.057599999,6257736.1105,960667.057599999,4013587.4776620842,2259165.7765958947
"548","104","41421","6338","71434","46745",,,,965667.057599999,6252736.1105,965667.057599999,4018137.6966220872,2253746.3253598060
"549","105","28499","1959","183156","194329",,,,970667.057599999,6252736.1105,970667.057599999,4023127.4592083697,2253291.8323673583
"550","73","11357","2665","46745","38505",,,,965667.057599999,6247736.1105,965667.057599999,4017698.2788366270,2248781.9868376246
"551","102","77061","4005","9265","98663",,,,955667.057599999,6252736.1105,955667.057599999,4008158.3073440553,2254655.9858472478
"552","103","25044","11005","107739","183156",,,,960667.057599999,6252736.1105,960667.057599999,4013147.9790185592,2254201.0431768098
"553","168","8440","10331","142826","106408",,,,960667.057599999,6262736.1105,960667.057599999,4014027.1188961258,2264130.8527110135
"554","72","294","3926","117798","46745",,,,960667.057599999,6247736.1105,960667.057599999,4012708.6233903584,2249236.6560643744
"555","71","130627","2841","31756","113322",,,,955667.057599999,6247736.1105,955667.057599999,4007719.0137066385,2249691.5495559061
"556","209","4737","1522","14048","457767",,,,965667.057599999,6267736.1105,965667.057599999,4019456.7936569522,2268641.4061513818
"557","106","21783","30712","79400","65356",,,,975667.057599999,6252736.1105,975667.057599999,4028117.2658306826,2252837.5641684900
"558","138","670","15814","72786","159647",,,,975667.057599999,6257736.1105,975667.057599999,4028556.9451028048,2257802.1545010963
"559","170","4737","193","21440","279505",,,,970667.057599999,6262736.1105,970667.057599999,4024006.8353445129,2263221.4505524989
"560","136","50094","1724","108402","46745",,,,965411.600000001,6257771.1,965411.600000001,4018325.3953407248,2258768.9833203284
"561","137","8440","7431","142826","159825",,,,970667.057599999,6257736.1105,970667.057599999,4023567.0781006087,2258256.4698056071
"562","169","10695","23390","163070","143078",,,,965667.057599999,6262736.1105,965667.057599999,4019016.9544597194,2263676.0386283249
"563","1409","1","1","1","1",,,,972603.215395726,6250943.86515171,972603.215395726,4024902.1088442258,2251336.4199133441
"564","570","10065","3316","127012","110994",,,,890667.057599999,6312736.1105,890667.057599999,3948572.5666449657,2320197.9225270269
"565","572","85117","10936","56541","36286",,,,900667.057599999,6312736.1105,900667.057599999,3958551.7116629230,2319281.0985588077
"566","527","39228","1080","39158","170405",,,,895667.057599999,6307736.1105,895667.057599999,3953121.5264915833,2314770.4510143213
"567","528","39228","1080","39158","170405",,,,900555,6308082.9,900555,3958029.8249171497,2314667.0976298219
"568","661","12282","37543","70344","105730",,,,900667.057599999,6322736.1105,900667.057599999,3959433.4366407297,2329219.7734178528
"569","616","82","9270","70344","98453",,,,900667.057599999,6317736.1105,900667.057599999,3958992.4925370673,2324250.2882199497
"570","571","1666","24961","216","330630",,,,895667.057599999,6312736.1105,895667.057599999,3953562.1092036222,2319739.3943804018
"571","613","24693","1255","24518","92412",,,,885667.057599999,6317736.1105,885667.057599999,3944023.7690840615,2325626.0323602557
"572","614","58716","9404","31756","127767",,,,890667.057599999,6317736.1105,890667.057599999,3949013.2829138599,2325167.2180314776
"573","659","50679","1705","119535","127767",,,,890667.057599999,6322736.1105,890667.057599999,3949454.1667180927,2330136.8085036045
"574","573","14057","2021","14048","330630",,,,905667.057599999,6312736.1105,905667.057599999,3963541.3731071665,2318823.0350558311
"575","617","24961","295","27953","92412",,,,905667.057599999,6317736.1105,905667.057599999,3963982.1865037214,2323792.1727256961
"576","615","1176","90903","116707","183156",,,,895667.057599999,6317736.1105,895667.057599999,3954002.8577025863,2324708.6366529330
"577","660","38430","11065","115916","194329",,,,895667.057599999,6322736.1105,895667.057599999,3954443.7715837727,2329678.1741766627
"578","1499","1","1","1","1",,,,902129.566451796,6310800.61724368,902129.566451796,3959840.6047886582,2317223.6095776963
"579","1500","1","1","1","1",,,,888966.519292369,6313909.47762807,888966.519292369,3946979.0055067264,2321520.0636159945
"580","1498","1","1","1","1",,,,902328.004348672,6317613.65170308,902328.004348672,3960639.2115109442,2323976.3739753403
"581","526","17308","3054","119535","90314",,,,890667.057599999,6307736.1105,890667.057599999,3948132.0183138279,2315228.9256460257
"582","478","6854","1815","115657","116948",,,,880667.057599999,6302736.1105,880667.057599999,3937712.8775381534,2311177.7659914577
"583","479","50094","10423","14048","113322",,,,885667.057599999,6302736.1105,885667.057599999,3942702.2272049608,2310718.8829689194
"584","525","21783","1082","42476","194329",,,,885667.057599999,6307736.1105,885667.057599999,3943142.5708094337,2315687.6319881096
"585","1511","1","1","1","1",,,,881822.75500484,6305938.88877023,881822.75500484,3939148.1346101393,2314254.4318867978
"586","1501","1","1","1","1",,,,894158.977593952,6305773.52385616,894158.977593952,3951443.7179522151,2312958.3896704949
"587","658","23393","2174","107739","130065",,,,885667.057599999,6322736.1105,885667.057599999,3944464.6229547351,2330595.6764037861
"588","657","7843","12326","31756","159825",,,,880667.057599999,6322736.1105,880667.057599999,3939475.1412043478,2331054.7778801001
"589","524","3634","10732","127012","90314",,,,880667.057599999,6307736.1105,880667.057599999,3938153.1848954153,2316146.5700422288
"590","568","21234","142826","21440","122304",,,,880667.057599999,6312736.1105,880667.057599999,3938593.6648903745,2321115.6758102039
"591","612","20916","3926","14048","154690",,,,880667.057599999,6317736.1105,880667.057599999,3939034.3171259682,2326085.0796417533
"592","569","28623","53151","341975","118678",,,,885667.057599999,6312736.1105,885667.057599999,3943583.0849022497,2320656.6830029367
"593","1520","1","1","1","1",,,,878089.392038114,6311281.34495514,878089.392038114,3935893.3062538714,2319906.5766140111
